,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
421117,39,Female,67,High School Graduate,Asian,150k+,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
421142,27,Female,75,High School Graduate,White,10k - 20k,Divorced,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
421155,7,Male,31,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
421163,19,Male,85,High School Graduate,White,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421176,30,Female,41,2-Year,Black,50k - 60k,Domestic Partnership,Most of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
421204,6,Male,46,Some College,Hispanic,20k - 30k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
421254,3,Male,60,2-Year,Black,70k - 80k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
421276,17,Male,18,Some College,White,150k+,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421291,31,Female,55,High School Graduate,White,40k - 50k,Married,Only now and then,Strongly Disapprove,Liberal,[Republican / Candidate 2]
421297,31,Male,61,High School Graduate,White,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
421364,10,Female,48,High School Graduate,White,100k - 120k,Married,Hardly at all,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
421369,8,Female,31,High School Graduate,Black,50k - 60k,Single / Never Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
421414,47,Female,66,High School Graduate,White,Prefer not to say,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421465,20,Male,34,No HS,Hispanic,40k - 50k,Domestic Partnership,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
421467,24,Male,55,High School Graduate,White,20k - 30k,Single / Never Married,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
421482,37,Male,31,4-Year,Black,120k - 150k,Married,Some of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1]
421495,21,Female,38,2-Year,Hispanic,50k - 60k,Divorced,Hardly at all,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
421533,25,Female,29,Post-Grad,White,120k - 150k,Married,Most of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
421548,47,Male,36,2-Year,Hispanic,150k+,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Very Conservative,I Did Not Vote In This Race
421582,21,Female,53,High School Graduate,White,10k - 20k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
421631,52,Female,29,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
421649,43,Male,66,Some College,Black,10k - 20k,Divorced,Most of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
421658,7,Female,24,Some College,White,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
421690,23,Female,40,Some College,Hispanic,70k - 80k,Domestic Partnership,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
421709,35,Female,32,4-Year,Black,60k - 70k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1]
421729,36,Female,21,Some College,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421739,41,Female,26,Some College,Hispanic,30k - 40k,Married,Hardly at all,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
421743,43,Male,60,2-Year,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
421766,13,Female,22,4-Year,White,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421769,53,Female,19,Some College,Hispanic,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421788,2,Female,45,Some College,White,50k - 60k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421791,5,Male,23,High School Graduate,Black,Less than 10k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
421794,5,Female,73,High School Graduate,Black,60k - 70k,Divorced,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421812,34,Female,27,Post-Grad,White,30k - 40k,Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
421848,8,Female,74,High School Graduate,White,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421853,50,Male,84,High School Graduate,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
421866,28,Female,35,2-Year,Hispanic,20k - 30k,Married,Some of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1]
421919,33,Male,64,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
421951,42,Female,64,High School Graduate,White,20k - 30k,Married,Some of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
421954,11,Female,36,Post-Grad,White,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421955,36,Male,58,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421957,13,Female,36,4-Year,Hispanic,70k - 80k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
421966,40,Male,29,2-Year,Hispanic,70k - 80k,Separated,Some of the time,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
421981,31,Male,28,4-Year,White,40k - 50k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
422024,6,Female,81,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
422050,43,Female,61,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
422060,41,Male,46,4-Year,Hispanic,Less than 10k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Not Sure,Other
422064,21,Male,28,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
422086,8,Female,45,4-Year,Hispanic,40k - 50k,Widowed,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
422102,41,Female,31,Some College,White,50k - 60k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
422133,34,Female,20,Some College,Hispanic,20k - 30k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
422140,32,Male,65,High School Graduate,White,100k - 120k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
422183,9,Female,48,Some College,Black,20k - 30k,Married,Only now and then,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
422195,46,Male,31,Some College,Hispanic,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Democrat / Candidate 1]
422210,46,Female,36,4-Year,Hispanic,80k - 100k,Married,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2]
422265,37,Female,48,4-Year,White,Less than 10k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
422280,50,Male,24,Some College,White,70k - 80k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
422293,3,Female,65,High School Graduate,Asian,50k - 60k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
422294,8,Female,33,4-Year,Mixed,80k - 100k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
422296,29,Female,51,High School Graduate,Hispanic,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
422299,22,Male,66,4-Year,Black,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
422342,5,Male,20,Some College,White,40k - 50k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
422369,33,Female,59,Post-Grad,White,150k+,Widowed,Most of the time,Strongly Disapprove,Very Liberal,I Did Not Vote In This Race
422421,52,Female,54,High School Graduate,White,10k - 20k,Divorced,Some of the time,Strongly Approve,Conservative,[Republican / Candidate 2]
422445,9,Female,82,Some College,Hispanic,40k - 50k,Widowed,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
422446,23,Male,26,4-Year,Mixed,70k - 80k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
422449,33,Male,24,4-Year,Asian,60k - 70k,Single / Never Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
422476,41,Female,45,High School Graduate,White,Prefer not to say,Single / Never Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
422502,12,Female,33,Post-Grad,White,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
422520,44,Female,61,High School Graduate,Hispanic,60k - 70k,Divorced,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
422560,13,Male,53,No HS,Native American,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
422563,43,Male,73,High School Graduate,White,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
422577,42,Female,30,4-Year,Asian,120k - 150k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
422642,9,Female,49,4-Year,Hispanic,120k - 150k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
422646,22,Female,23,4-Year,White,Prefer not to say,Single / Never Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
422649,30,Female,47,High School Graduate,White,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
422697,46,Male,29,2-Year,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
422752,14,Female,30,4-Year,Asian,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
422767,6,Male,31,Some College,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
422777,47,Female,36,4-Year,Black,40k - 50k,Married,Some of the time,Strongly Disapprove,Conservative,[Democrat / Candidate 1]
422791,21,Female,41,2-Year,Black,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
422800,36,Female,63,High School Graduate,White,40k - 50k,Widowed,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
422859,32,Male,36,2-Year,Hispanic,50k - 60k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
422905,7,Female,23,Some College,White,120k - 150k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
422933,52,Female,38,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
423013,36,Female,24,Some College,Hispanic,10k - 20k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
423046,5,Female,41,2-Year,White,70k - 80k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
423047,37,Male,26,4-Year,Asian,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
423066,31,Female,46,High School Graduate,White,80k - 100k,Domestic Partnership,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
423069,2,Male,29,4-Year,White,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
423081,5,Female,44,Some College,White,40k - 50k,Single / Never Married,Hardly at all,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
423095,6,Female,60,High School Graduate,Native American,50k - 60k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
423098,5,Male,31,4-Year,Hispanic,100k - 120k,Married,Most of the time,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
423120,11,Female,61,High School Graduate,White,50k - 60k,Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
423122,8,Female,53,4-Year,Mixed,50k - 60k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
423136,46,Male,36,High School Graduate,White,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1]
423175,34,Female,48,Some College,Hispanic,30k - 40k,Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
423177,11,Female,27,4-Year,Hispanic,60k - 70k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
423264,31,Female,62,No HS,White,50k - 60k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
423266,32,Female,75,High School Graduate,Hispanic,70k - 80k,Married,Hardly at all,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
423267,41,Male,30,High School Graduate,Hispanic,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
423284,23,Male,67,High School Graduate,White,10k - 20k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
423293,50,Male,54,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
423296,44,Female,32,4-Year,Mixed,80k - 100k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
423314,30,Male,93,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
423322,9,Female,30,4-Year,Asian,70k - 80k,Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1]
423379,34,Male,52,4-Year,Hispanic,40k - 50k,Married,Most of the time,Strongly Approve,Conservative,[Republican / Candidate 2]
423424,6,Female,30,4-Year,Black,Less than 10k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
423427,14,Female,67,High School Graduate,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
423441,35,Male,37,2-Year,Hispanic,50k - 60k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
423487,37,Male,34,Some College,Black,Less than 10k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
423489,47,Female,34,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
423494,22,Female,81,High School Graduate,White,10k - 20k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
423506,4,Male,81,High School Graduate,White,40k - 50k,Married,Hardly at all,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
423532,17,Female,18,Some College,Hispanic,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
423543,14,Female,32,Post-Grad,White,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
423578,10,Female,25,2-Year,Hispanic,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
423607,11,Female,37,Post-Grad,White,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
423613,38,Female,49,4-Year,Hispanic,10k - 20k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Not Sure,[Democrat / Candidate 1]
423615,13,Female,40,4-Year,Hispanic,80k - 100k,Married,Some of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
423626,44,Male,47,Some College,Black,60k - 70k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
423634,10,Female,36,Some College,Mixed,80k - 100k,Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
423637,11,Male,55,Some College,Black,70k - 80k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
423651,6,Female,29,Post-Grad,White,40k - 50k,Married,Most of the time,Strongly Approve,Moderate,[Republican / Candidate 2]
423656,16,Female,43,2-Year,Hispanic,30k - 40k,Domestic Partnership,Some of the time,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1]
423672,43,Male,52,Some College,Black,50k - 60k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
423675,49,Female,24,4-Year,Asian,80k - 100k,Single / Never Married,Don't Know,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
423681,39,Female,20,4-Year,Hispanic,50k - 60k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
423700,11,Female,27,High School Graduate,White,Less than 10k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
423714,39,Male,23,Some College,Asian,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Republican / Candidate 2]
423717,3,Male,60,4-Year,Hispanic,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
423728,33,Male,19,Post-Grad,Asian,80k - 100k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
423731,40,Female,23,4-Year,White,Less than 10k,Single / Never Married,Some of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
423733,7,Female,46,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
423734,41,Female,31,4-Year,White,40k - 50k,Domestic Partnership,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
423741,43,Female,46,High School Graduate,Hispanic,30k - 40k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
423743,33,Female,38,2-Year,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
423760,32,Female,54,High School Graduate,Other,120k - 150k,Married,Most of the time,Strongly Approve,Conservative,[Republican / Candidate 2]
423767,28,Female,66,High School Graduate,White,40k - 50k,Divorced,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
423770,9,Female,37,4-Year,Hispanic,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
423784,46,Male,41,4-Year,Hispanic,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
423791,22,Male,59,4-Year,Black,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
423812,12,Male,55,High School Graduate,White,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
423821,37,Female,26,4-Year,Black,Prefer not to say,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
423858,29,Male,41,Post-Grad,Middle Eastern,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Very Liberal,[Republican / Candidate 2]
423884,50,Male,24,Some College,White,60k - 70k,Domestic Partnership,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
423887,41,Male,45,4-Year,Black,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
423888,5,Female,59,4-Year,Hispanic,40k - 50k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
423905,20,Female,22,4-Year,Hispanic,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
423910,24,Male,45,High School Graduate,White,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
423911,32,Male,48,4-Year,Hispanic,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
423930,6,Female,20,High School Graduate,White,10k - 20k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
423933,19,Male,20,Some College,Asian,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
423945,8,Female,56,4-Year,Black,120k - 150k,Single / Never Married,Only now and then,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
423958,13,Male,28,4-Year,Asian,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
423964,45,Male,33,4-Year,Hispanic,100k - 120k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
423965,8,Male,39,2-Year,Hispanic,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
423980,33,Male,46,High School Graduate,Hispanic,120k - 150k,Single / Never Married,Hardly at all,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
423989,22,Female,47,Some College,Hispanic,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
424000,11,Male,45,High School Graduate,Hispanic,70k - 80k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
424005,45,Female,43,4-Year,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
424043,12,Male,24,Some College,Asian,40k - 50k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
424046,53,Female,64,Some College,Hispanic,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
424070,51,Female,40,2-Year,Mixed,60k - 70k,Married,Hardly at all,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
424080,51,Female,26,2-Year,Hispanic,20k - 30k,Married,Only now and then,Disapprove / Somewhat Disapprove,Not Sure,[Democrat / Candidate 1]
424105,5,Female,41,Some College,Hispanic,50k - 60k,Married,Most of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
424130,22,Male,38,2-Year,White,100k - 120k,Domestic Partnership,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
424169,8,Female,34,High School Graduate,White,Less than 10k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
424193,19,Male,29,4-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
424194,10,Female,30,4-Year,Hispanic,120k - 150k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
424238,34,Male,28,4-Year,Hispanic,60k - 70k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1]
424303,27,Female,68,High School Graduate,White,120k - 150k,Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
424319,28,Male,35,4-Year,Hispanic,70k - 80k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
424327,45,Male,26,High School Graduate,White,70k - 80k,Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1]
424401,14,Male,53,High School Graduate,White,Less than 10k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
424405,50,Male,49,4-Year,Hispanic,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
424406,46,Female,29,Post-Grad,Asian,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
424431,16,Female,57,4-Year,Hispanic,120k - 150k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
424463,6,Female,66,High School Graduate,Black,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
424530,41,Male,33,4-Year,Black,80k - 100k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
424589,47,Male,67,Some College,Black,20k - 30k,Divorced,Don't Know,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
424635,52,Female,27,4-Year,Hispanic,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
424667,10,Male,53,No HS,White,Prefer not to say,Widowed,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
424676,4,Female,26,2-Year,Asian,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
424692,33,Male,64,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
424762,14,Female,29,4-Year,Black,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
424766,18,Male,73,High School Graduate,White,20k - 30k,Divorced,Only now and then,Strongly Approve,Very Conservative,[Republican / Candidate 2]
424775,5,Male,41,Some College,Hispanic,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
424804,45,Male,47,Some College,Hispanic,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
424814,31,Female,50,Some College,Hispanic,70k - 80k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
424870,52,Male,67,4-Year,White,30k - 40k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
424899,38,Female,33,Some College,Hispanic,30k - 40k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
424927,33,Female,31,4-Year,Black,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
424954,14,Female,25,4-Year,Asian,120k - 150k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
424983,25,Female,26,4-Year,White,100k - 120k,Domestic Partnership,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
425015,47,Female,33,Some College,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
425051,52,Female,42,4-Year,Hispanic,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
425055,38,Female,32,4-Year,Mixed,20k - 30k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
425066,25,Male,54,No HS,Hispanic,60k - 70k,Separated,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
425070,28,Female,76,Some College,Black,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
425074,32,Female,30,4-Year,White,40k - 50k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
425117,10,Female,34,High School Graduate,Hispanic,20k - 30k,Married,Some of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1]
