,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov,voted_gov_num
2072,52,Female,42,4-Year,Hispanic,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2073,38,Female,32,4-Year,Mixed,20k - 30k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2074,25,Male,54,No HS,Hispanic,60k - 70k,Separated,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2075,28,Female,76,Some College,Black,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2076,32,Female,30,4-Year,White,40k - 50k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2077,10,Female,34,High School Graduate,Hispanic,20k - 30k,Married,Some of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1],0
2078,32,Female,50,2-Year,Hispanic,50k - 60k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2079,18,Female,26,Some College,White,100k - 120k,Married,Don't Know,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2080,16,Male,48,2-Year,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2081,6,Female,44,4-Year,Black,10k - 20k,Divorced,Only now and then,Strongly Approve,Very Liberal,[Republican / Candidate 2],1
2082,17,Male,48,4-Year,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2083,45,Female,29,4-Year,Asian,80k - 100k,Married,Some of the time,Strongly Approve,Liberal,[Republican / Candidate 2],1
2084,42,Male,57,4-Year,Black,150k+,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
2085,31,Female,77,High School Graduate,Hispanic,10k - 20k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2086,38,Female,45,2-Year,Black,30k - 40k,Married,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2087,14,Female,25,4-Year,Black,50k - 60k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2088,49,Female,25,4-Year,Hispanic,50k - 60k,Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1],0
2089,1,Female,29,Post-Grad,White,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2],1
2090,43,Female,65,4-Year,Asian,70k - 80k,Married,Most of the time,Strongly Approve,Very Conservative,[Democrat / Candidate 1],0
2091,2,Female,52,2-Year,Black,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2092,47,Male,76,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2093,31,Male,26,High School Graduate,Hispanic,70k - 80k,Domestic Partnership,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2094,50,Male,25,2-Year,Mixed,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2095,19,Female,57,4-Year,Hispanic,150k+,Single / Never Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2096,31,Female,45,No HS,Hispanic,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2097,41,Female,40,Some College,Black,10k - 20k,Single / Never Married,Don't Know,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1],0
2098,33,Male,27,4-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2099,51,Female,35,No HS,Hispanic,20k - 30k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2100,3,Female,25,4-Year,Hispanic,60k - 70k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
2101,25,Female,69,High School Graduate,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2102,52,Female,76,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2103,33,Male,66,4-Year,Hispanic,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2104,23,Male,26,High School Graduate,Black,10k - 20k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2105,33,Female,38,4-Year,Hispanic,60k - 70k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Democrat / Candidate 1],0
2106,14,Female,23,4-Year,Hispanic,40k - 50k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2107,8,Female,35,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1],0
2108,16,Female,36,Some College,Hispanic,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
2109,50,Female,33,4-Year,Mixed,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2110,12,Female,28,4-Year,Asian,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2111,31,Male,45,2-Year,Black,40k - 50k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2112,9,Male,46,4-Year,Hispanic,50k - 60k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2113,32,Female,90,High School Graduate,White,40k - 50k,Widowed,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2],1
2114,51,Female,43,Some College,Mixed,60k - 70k,Domestic Partnership,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2115,38,Female,46,2-Year,Hispanic,10k - 20k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2116,14,Female,54,High School Graduate,Black,10k - 20k,Divorced,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2117,27,Female,28,4-Year,Mixed,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2118,16,Female,40,Some College,Hispanic,20k - 30k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2119,10,Female,56,High School Graduate,Hispanic,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2120,2,Female,58,4-Year,Hispanic,30k - 40k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2121,18,Female,25,4-Year,Asian,150k+,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2122,11,Male,23,Some College,White,80k - 100k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2123,36,Male,33,Post-Grad,White,40k - 50k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2124,7,Male,24,4-Year,Hispanic,40k - 50k,Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2125,33,Female,24,Post-Grad,White,120k - 150k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
2126,31,Female,46,High School Graduate,Black,Less than 10k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2127,22,Female,28,4-Year,White,100k - 120k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2128,7,Female,24,Some College,White,60k - 70k,Single / Never Married,Only now and then,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1],0
2129,21,Female,49,Some College,Hispanic,50k - 60k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2130,8,Female,26,Some College,Hispanic,30k - 40k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2131,42,Male,58,2-Year,Black,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2132,24,Male,68,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2133,51,Male,38,Some College,Hispanic,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2134,22,Female,35,2-Year,White,100k - 120k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2135,23,Male,82,Some College,Other,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2136,42,Male,63,Some College,Hispanic,60k - 70k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2137,23,Male,36,High School Graduate,Black,10k - 20k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2138,16,Male,23,4-Year,Hispanic,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2],1
2139,12,Male,33,4-Year,White,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2141,10,Male,64,Post-Grad,Black,150k+,Married,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2142,6,Male,40,Post-Grad,White,100k - 120k,Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2143,30,Female,23,4-Year,Mixed,Prefer not to say,Single / Never Married,Some of the time,Strongly Disapprove,Not Sure,[Democrat / Candidate 1],0
2144,13,Male,57,Post-Grad,Black,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2145,38,Male,34,Post-Grad,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
2146,51,Male,35,4-Year,Black,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2147,22,Female,20,Some College,Hispanic,Prefer not to say,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2148,40,Male,40,High School Graduate,Black,70k - 80k,Married,Some of the time,Strongly Disapprove,Conservative,[Democrat / Candidate 1],0
2149,35,Female,32,Some College,Hispanic,60k - 70k,Single / Never Married,Hardly at all,Strongly Approve,Liberal,[Republican / Candidate 2],1
2150,1,Female,41,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2151,19,Male,53,2-Year,Hispanic,120k - 150k,Divorced,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2152,53,Female,28,Some College,White,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2153,43,Male,46,4-Year,Black,120k - 150k,Married,Some of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2],1
2154,11,Female,33,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2155,50,Male,51,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2156,29,Female,40,Post-Grad,Black,80k - 100k,Married,Most of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1],0
2157,39,Male,20,2-Year,Hispanic,100k - 120k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2158,25,Female,37,2-Year,Black,80k - 100k,Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2159,1,Female,71,High School Graduate,White,20k - 30k,Widowed,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2161,13,Female,42,Some College,Hispanic,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2162,27,Female,35,Some College,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2163,3,Male,62,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2164,35,Female,40,4-Year,Black,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2165,22,Female,47,2-Year,Hispanic,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2166,51,Female,43,4-Year,Black,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
2167,35,Female,51,4-Year,Hispanic,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2168,41,Female,36,4-Year,Hispanic,40k - 50k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2169,53,Male,23,Some College,White,40k - 50k,Married,Only now and then,Strongly Approve,Very Conservative,[Democrat / Candidate 1],0
2170,24,Female,41,Some College,Other,30k - 40k,Married,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2171,30,Female,60,4-Year,Mixed,Prefer not to say,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2172,14,Female,69,2-Year,Hispanic,Prefer not to say,Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2173,33,Female,26,Some College,Black,80k - 100k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2174,21,Female,38,2-Year,Hispanic,50k - 60k,Divorced,Hardly at all,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1],0
2175,15,Female,59,High School Graduate,White,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2176,44,Male,49,2-Year,Black,80k - 100k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2177,19,Male,20,Some College,Asian,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2178,23,Female,64,High School Graduate,Hispanic,20k - 30k,Divorced,Only now and then,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1],0
2179,44,Female,47,4-Year,Black,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2181,25,Female,33,Some College,Mixed,150k+,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2182,6,Male,39,4-Year,Black,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1],0
2183,15,Male,64,High School Graduate,Black,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2184,4,Female,29,4-Year,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2185,42,Female,28,2-Year,Mixed,20k - 30k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2186,2,Male,28,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2187,4,Female,27,4-Year,Mixed,10k - 20k,Single / Never Married,Hardly at all,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2188,9,Female,65,4-Year,Black,80k - 100k,Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2189,30,Female,40,4-Year,Hispanic,60k - 70k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2190,14,Male,30,4-Year,White,60k - 70k,Single / Never Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1],0
2191,43,Male,72,High School Graduate,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2192,38,Female,54,Some College,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2193,51,Female,19,Some College,Hispanic,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2194,26,Female,21,Some College,White,30k - 40k,Single / Never Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2195,39,Female,36,Some College,Hispanic,60k - 70k,Domestic Partnership,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2196,44,Female,35,4-Year,Hispanic,70k - 80k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2197,38,Female,45,4-Year,Mixed,Prefer not to say,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2198,15,Female,49,Some College,Hispanic,30k - 40k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
2199,21,Female,60,4-Year,Mixed,20k - 30k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2200,1,Female,29,Some College,White,30k - 40k,Domestic Partnership,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2201,7,Female,26,4-Year,White,50k - 60k,Married,Only now and then,Never Heard / Not Sure,Conservative,[Republican / Candidate 2],1
2202,42,Male,21,Some College,Asian,80k - 100k,Single / Never Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2203,29,Female,28,4-Year,Mixed,40k - 50k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2204,31,Female,63,2-Year,Black,40k - 50k,Widowed,Only now and then,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1],0
2205,6,Female,37,Some College,Hispanic,100k - 120k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2206,18,Female,33,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Moderate,[Republican / Candidate 2],1
2207,18,Male,26,4-Year,Asian,20k - 30k,Single / Never Married,Hardly at all,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2208,15,Male,31,2-Year,Hispanic,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2209,46,Female,19,Some College,Hispanic,70k - 80k,Single / Never Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2210,44,Female,20,Some College,Mixed,30k - 40k,Married,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2211,19,Male,37,2-Year,Hispanic,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2212,40,Female,29,4-Year,Hispanic,70k - 80k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2213,51,Female,43,Some College,Black,Less than 10k,Domestic Partnership,Some of the time,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1],0
2214,22,Female,47,2-Year,Native American,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2216,53,Female,28,4-Year,Mixed,10k - 20k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,[Republican / Candidate 2],1
2217,19,Female,18,High School Graduate,White,150k+,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2218,31,Male,24,High School Graduate,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2220,11,Female,56,Some College,Hispanic,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2221,51,Female,50,4-Year,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2222,33,Female,23,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2223,34,Male,22,4-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2224,51,Female,31,Some College,Black,30k - 40k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2225,35,Female,42,Some College,White,80k - 100k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2226,25,Female,28,4-Year,White,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Republican / Candidate 2],1
2227,41,Male,64,Some College,Hispanic,20k - 30k,Separated,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2228,36,Female,58,4-Year,White,50k - 60k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
2229,3,Male,23,High School Graduate,Asian,120k - 150k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2230,19,Male,29,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2231,48,Female,22,4-Year,White,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2232,8,Female,73,2-Year,Black,40k - 50k,Married,Hardly at all,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2233,9,Female,40,Some College,Hispanic,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2234,19,Male,76,2-Year,Hispanic,80k - 100k,Separated,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2235,42,Female,57,2-Year,Hispanic,70k - 80k,Divorced,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2236,35,Female,37,4-Year,Hispanic,20k - 30k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2237,18,Male,26,4-Year,Mixed,120k - 150k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2238,13,Female,29,4-Year,White,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
2239,35,Male,36,2-Year,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2240,44,Female,21,High School Graduate,Hispanic,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2241,22,Male,25,2-Year,Asian,70k - 80k,Married,Most of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1],0
2242,5,Male,40,4-Year,Black,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2243,41,Female,53,4-Year,Mixed,30k - 40k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2244,37,Male,23,Some College,Hispanic,30k - 40k,Single / Never Married,Don't Know,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2245,22,Female,43,High School Graduate,Other,20k - 30k,Married,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2246,33,Female,24,4-Year,Mixed,10k - 20k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2247,47,Male,45,2-Year,Hispanic,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2248,31,Female,52,4-Year,Hispanic,120k - 150k,Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2249,32,Female,55,High School Graduate,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2250,37,Female,69,High School Graduate,Black,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
2251,11,Male,19,Some College,White,100k - 120k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
2252,53,Male,66,4-Year,Black,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2253,28,Male,39,Some College,Hispanic,70k - 80k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
2254,8,Female,50,No HS,Hispanic,30k - 40k,Domestic Partnership,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
2255,19,Male,34,4-Year,White,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2256,24,Female,57,High School Graduate,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2257,45,Male,26,4-Year,Asian,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2258,3,Male,37,4-Year,White,150k+,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2259,42,Female,43,Some College,Hispanic,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2260,31,Male,28,High School Graduate,White,20k - 30k,Single / Never Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2261,4,Female,60,High School Graduate,Native American,Prefer not to say,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2262,53,Female,74,High School Graduate,White,Prefer not to say,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2263,17,Female,40,4-Year,Black,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2264,26,Female,26,4-Year,White,100k - 120k,Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2265,32,Male,33,4-Year,Hispanic,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2266,45,Female,73,Some College,Hispanic,40k - 50k,Widowed,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2268,18,Male,56,2-Year,White,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2269,50,Male,34,Some College,Hispanic,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2270,9,Female,85,2-Year,White,40k - 50k,Widowed,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1],0
2271,3,Female,78,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2272,24,Female,24,4-Year,White,60k - 70k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2273,10,Female,30,2-Year,Hispanic,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2274,29,Female,33,Some College,Hispanic,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2275,19,Female,32,Post-Grad,Middle Eastern,100k - 120k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2276,11,Female,27,4-Year,Asian,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2277,39,Female,50,4-Year,Hispanic,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2278,36,Female,59,4-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
